"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","url","stimulus","response","phase","type","word","correct_choice","correct","accuracy"
"","null","html-keyboard-response","72","2.0.0","164681","px8xhr37kqe","","<p style=""font-size: 32px;"">pathway</p>","null","silence","word","pathway","","",""
"","1712","html-button-response","73","2.1.0","166397","px8xhr37kqe","","<p>8 × 3 = ?</p>","1","math_distractor","","","1","true",""
"","1464","html-button-response","74","2.1.0","167864","px8xhr37kqe","","<p>15 - 9 = ?</p>","1","math_distractor","","","1","true",""
"","1265","html-button-response","75","2.1.0","169132","px8xhr37kqe","","<p>25 ÷ 5 = ?</p>","1","math_distractor","","","1","true",""
"","1430","html-button-response","76","2.1.0","170566","px8xhr37kqe","","<p>Which image is the odd one out?</p>","2","","","","","true",""
"","11799","survey","77","2.1.0","182396","px8xhr37kqe","","","{""selected_words"":[""pillow"",""waterfall"",""cloud"",""echo"",""glasses""]}","recall_silence","","","","","0.25"
"","null","html-keyboard-response","78","2.0.0","187401","px8xhr37kqe","","<p>Starting trial with instrumental music.</p>
                  <p><strong>The trial will begin in a few seconds.</strong></p>","null","","","","","",""
"","null","html-keyboard-response","79","2.0.0","187906","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","80","2.0.0","188910","px8xhr37kqe","","<p style=""font-size: 32px;"">tree</p>","null","instrumental","word","tree","","",""
"","null","html-keyboard-response","81","2.0.0","189414","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","82","2.0.0","190417","px8xhr37kqe","","<p style=""font-size: 32px;"">window</p>","null","instrumental","word","window","","",""
"","null","html-keyboard-response","83","2.0.0","190920","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","84","2.0.0","191923","px8xhr37kqe","","<p style=""font-size: 32px;"">cloud</p>","null","instrumental","word","cloud","","",""
"","null","html-keyboard-response","85","2.0.0","192427","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","86","2.0.0","193431","px8xhr37kqe","","<p style=""font-size: 32px;"">star</p>","null","instrumental","word","star","","",""
"","null","html-keyboard-response","87","2.0.0","193934","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","88","2.0.0","194937","px8xhr37kqe","","<p style=""font-size: 32px;"">computer</p>","null","instrumental","word","computer","","",""
"","null","html-keyboard-response","89","2.0.0","195440","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","90","2.0.0","196444","px8xhr37kqe","","<p style=""font-size: 32px;"">train</p>","null","instrumental","word","train","","",""
"","null","html-keyboard-response","91","2.0.0","196947","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","92","2.0.0","197950","px8xhr37kqe","","<p style=""font-size: 32px;"">guitar</p>","null","instrumental","word","guitar","","",""
"","null","html-keyboard-response","93","2.0.0","198454","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","94","2.0.0","199457","px8xhr37kqe","","<p style=""font-size: 32px;"">desert</p>","null","instrumental","word","desert","","",""
"","null","html-keyboard-response","95","2.0.0","199961","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","96","2.0.0","200964","px8xhr37kqe","","<p style=""font-size: 32px;"">cup</p>","null","instrumental","word","cup","","",""
"","null","html-keyboard-response","97","2.0.0","201467","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","98","2.0.0","202470","px8xhr37kqe","","<p style=""font-size: 32px;"">door</p>","null","instrumental","word","door","","",""
"","null","html-keyboard-response","99","2.0.0","202973","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","100","2.0.0","203976","px8xhr37kqe","","<p style=""font-size: 32px;"">ceiling</p>","null","instrumental","word","ceiling","","",""
"","null","html-keyboard-response","101","2.0.0","204479","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","102","2.0.0","205483","px8xhr37kqe","","<p style=""font-size: 32px;"">desk</p>","null","instrumental","word","desk","","",""
"","null","html-keyboard-response","103","2.0.0","205986","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","104","2.0.0","206989","px8xhr37kqe","","<p style=""font-size: 32px;"">keyboard</p>","null","instrumental","word","keyboard","","",""
"","null","html-keyboard-response","105","2.0.0","207492","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","106","2.0.0","208496","px8xhr37kqe","","<p style=""font-size: 32px;"">horizon</p>","null","instrumental","word","horizon","","",""
"","null","html-keyboard-response","107","2.0.0","208998","px8xhr37kqe","","<p style=""font-size: 40px;"">+</p>","null","instrumental","fixation","","","",""
"","null","html-keyboard-response","108","2.0.0","210002","px8xhr37kqe","","<p style=""font-size: 32px;"">stream</p>","null","instrumental","word","stream","","",""
"","1398","html-button-response","109","2.1.0","211405","px8xhr37kqe","","<p>8 × 3 = ?</p>","1","math_distractor","","","1","true",""
"","1396","html-button-response","110","2.1.0","212804","px8xhr37kqe","","<p>15 - 9 = ?</p>","1","math_distractor","","","1","true",""
"","1181","html-button-response","111","2.1.0","213988","px8xhr37kqe","","<p>25 ÷ 5 = ?</p>","1","math_distractor","","","1","true",""
"","1246","html-button-response","112","2.1.0","215238","px8xhr37kqe","","<p>Which image is the odd one out?</p>","3","","","","","true",""
"","9970","survey","113","2.1.0","225244","px8xhr37kqe","","","{""selected_words"":[""ceiling"",""keyboard"",""shadow"",""window""]}","recall_instrumental","","","","","1"
"","31011","survey","114","2.1.0","256300","px8xhr37kqe","","","{""reflect-study-mood"":6,""reflect-study-motivation"":7,""reflect-listening-device"":""Speakers/Out loud"",""reflect-music-familiarity"":""One of them"",""reflect-music-opinion"":""I liked it, but I wouldn't use it for studying"",""reflect-music-likes"":""The second"",""reflect-difficulties"":null,""reflect-feedback"":null}","","","","","",""
