"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","url","stimulus","response","phase","type","word","correct_choice","correct","accuracy"
"","null","html-keyboard-response","63","2.0.0","155282","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","silence","fixation","","","",""
"","null","html-keyboard-response","64","2.0.0","156284","ps9zxm0rjqr","","<p style=""font-size: 32px;"">mirror</p>","null","silence","word","mirror","","",""
"","null","html-keyboard-response","65","2.0.0","156787","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","silence","fixation","","","",""
"","null","html-keyboard-response","66","2.0.0","157790","ps9zxm0rjqr","","<p style=""font-size: 32px;"">radio</p>","null","silence","word","radio","","",""
"","null","html-keyboard-response","67","2.0.0","158293","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","silence","fixation","","","",""
"","null","html-keyboard-response","68","2.0.0","159296","ps9zxm0rjqr","","<p style=""font-size: 32px;"">harbor</p>","null","silence","word","harbor","","",""
"","null","html-keyboard-response","69","2.0.0","159799","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","silence","fixation","","","",""
"","null","html-keyboard-response","70","2.0.0","160802","ps9zxm0rjqr","","<p style=""font-size: 32px;"">road</p>","null","silence","word","road","","",""
"","null","html-keyboard-response","71","2.0.0","161305","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","silence","fixation","","","",""
"","null","html-keyboard-response","72","2.0.0","162307","ps9zxm0rjqr","","<p style=""font-size: 32px;"">journal</p>","null","silence","word","journal","","",""
"","1956","html-button-response","73","2.1.0","164267","ps9zxm0rjqr","","<p>8 × 3 = ?</p>","1","math_distractor","","","1","true",""
"","1364","html-button-response","74","2.1.0","165634","ps9zxm0rjqr","","<p>15 - 9 = ?</p>","1","math_distractor","","","1","true",""
"","1199","html-button-response","75","2.1.0","166835","ps9zxm0rjqr","","<p>25 ÷ 5 = ?</p>","1","math_distractor","","","1","true",""
"","1181","html-button-response","76","2.1.0","168018","ps9zxm0rjqr","","<p>Which image is the odd one out?</p>","2","","","","","true",""
"","11675","survey","77","2.1.0","179724","ps9zxm0rjqr","","","{""selected_words"":[""canyon"",""ocean"",""car"",""journal"",""candle""]}","recall_silence","","","","","0.8"
"","null","html-keyboard-response","78","2.0.0","184727","ps9zxm0rjqr","","<p>Starting trial with vocal music.</p>
                  <p><strong>The trial will begin in a few seconds.</strong></p>","null","","","","","",""
"","null","html-keyboard-response","79","2.0.0","185230","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","80","2.0.0","186233","ps9zxm0rjqr","","<p style=""font-size: 32px;"">tree</p>","null","vocal","word","tree","","",""
"","null","html-keyboard-response","81","2.0.0","186736","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","82","2.0.0","187738","ps9zxm0rjqr","","<p style=""font-size: 32px;"">window</p>","null","vocal","word","window","","",""
"","null","html-keyboard-response","83","2.0.0","188241","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","84","2.0.0","189244","ps9zxm0rjqr","","<p style=""font-size: 32px;"">cloud</p>","null","vocal","word","cloud","","",""
"","null","html-keyboard-response","85","2.0.0","189747","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","86","2.0.0","190749","ps9zxm0rjqr","","<p style=""font-size: 32px;"">star</p>","null","vocal","word","star","","",""
"","null","html-keyboard-response","87","2.0.0","191252","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","88","2.0.0","192254","ps9zxm0rjqr","","<p style=""font-size: 32px;"">computer</p>","null","vocal","word","computer","","",""
